=== Getting Over It 连续跟踪数据 ===
导出时间: 14/9/2025 19:24:11
数据点数: 275
采样频率: 50Hz
记录时长: 9.13秒

# 数据格式: CSV
# 输入数据(3DOF): mouseX, mouseY, isGripping
# 状态数据(8DOF): playerX, playerY, velocityX, velocityY, hammerAngle, hammerAngularVel, isGripping, isGrounded
# 变化率: mouseDeltaX, mouseDeltaY, grippingChanged, positionDelta, velocityDelta, angleDelta

timestamp,deltaTime,mouseX,mouseY,isGripping,playerX,playerY,velocityX,velocityY,hammerAngle,hammerAngularVel,isGrounded,mouseDeltaX,mouseDeltaY,grippingChanged,positionDelta,velocityDelta,angleDelta
18.816,0.0333,639.0,359.0,0,-31.262,-2.182,-0.158,-0.148,-116.58,-18.874,0,0.00,0.00,0,0.0104,0.2172,-37.672
18.849,0.0333,639.0,359.0,0,-31.270,-2.199,-0.230,-0.011,-153.31,-14.490,1,0.00,0.00,0,0.0185,0.1544,-36.723
18.883,0.0333,639.0,359.0,0,-31.280,-2.200,-0.293,-0.023,176.21,-18.413,1,0.00,0.00,0,0.0104,0.0636,-30.486
18.916,0.0333,639.0,360.0,0,-31.295,-2.201,-0.396,-0.028,148.92,-24.978,1,0.00,1.00,0,0.0143,0.1040,-27.283
18.950,0.0333,639.0,360.0,0,-31.311,-2.202,-0.473,-0.040,126.23,-29.858,1,0.00,0.00,0,0.0168,0.0779,-22.695
18.983,0.0333,640.0,359.0,0,-31.333,-2.205,-0.550,-0.058,104.56,-34.773,1,1.00,-1.00,0,0.0216,0.0786,-21.674
19.016,0.0333,640.0,359.0,0,-31.355,-2.209,-0.627,0.629,84.27,-50.453,0,0.00,0.00,0,0.0226,0.6911,-20.281
19.049,0.0334,640.0,360.0,0,-31.378,-2.212,-0.586,-0.087,64.23,-37.283,1,0.00,1.00,0,0.0229,0.7177,-20.049
19.083,0.0333,640.0,360.0,0,-31.399,-2.215,-0.580,-0.099,43.94,-36.991,1,0.00,0.00,0,0.0218,0.0133,-20.287
19.116,0.0333,640.0,360.0,0,-31.420,-2.219,-0.533,-0.102,22.12,-34.115,0,0.00,0.00,0,0.0210,0.0472,-21.817
19.150,0.0334,640.0,360.0,0,-31.439,-2.223,-0.507,-0.107,6.14,-32.600,0,0.00,0.00,0,0.0191,0.0260,-15.982
19.183,0.0333,640.0,360.0,0,-31.463,-2.228,-0.704,-0.165,8.29,-45.516,0,0.00,0.00,0,0.0248,0.2058,2.149
19.216,0.0333,640.0,360.0,0,-31.490,-2.235,-0.748,-0.197,10.61,-48.641,0,0.00,0.00,0,0.0284,0.0536,2.321
19.249,0.0333,640.0,360.0,0,-31.521,-2.244,-0.844,-0.249,9.36,-55.374,0,0.00,0.00,0,0.0312,0.1097,-1.255
19.283,0.0333,640.0,360.0,0,-31.556,-2.255,-1.000,-0.332,9.15,-66.276,0,0.00,0.00,0,0.0371,0.1764,-0.201
19.316,0.0333,640.0,360.0,0,-31.597,-2.269,-1.152,-0.435,9.70,-77.445,0,0.00,0.00,0,0.0437,0.1835,0.547
19.349,0.0333,640.0,360.0,0,-31.641,-2.276,-1.131,0.189,9.47,-72.270,0,0.00,0.00,0,0.0445,0.6249,-0.235
19.383,0.0334,640.0,360.0,0,-31.681,-2.272,-1.041,0.166,9.66,-65.913,0,0.00,0.00,0,0.0403,0.0931,0.198
19.416,0.0333,640.0,360.0,0,-31.718,-2.269,-0.956,0.117,9.89,-60.228,0,0.00,0.00,0,0.0368,0.0980,0.229
19.449,0.0333,640.0,359.0,0,-31.752,-2.268,-0.884,0.078,9.81,-55.506,1,0.00,-1.00,0,0.0338,0.0815,-0.081
19.483,0.0334,640.0,359.0,0,-31.780,-2.268,-0.576,0.023,10.18,-32.174,1,0.00,0.00,0,0.0282,0.3129,0.364
19.516,0.0333,640.0,360.0,0,-31.790,-2.268,-0.171,0.002,10.91,-8.295,1,0.00,1.00,0,0.0098,0.4056,0.739
19.549,0.0333,640.0,360.0,0,-31.793,-2.268,-0.076,-0.001,11.40,-2.740,1,0.00,0.00,0,0.0036,0.0948,0.486
19.583,0.0333,640.0,360.0,0,-31.795,-2.269,-0.055,-0.002,11.46,-1.439,1,0.00,0.00,0,0.0022,0.0215,0.063
19.616,0.0334,640.0,360.0,0,-31.797,-2.269,-0.051,-0.002,11.47,-1.221,1,0.00,0.00,0,0.0019,0.0035,0.008
19.649,0.0333,640.0,360.0,0,-31.799,-2.269,-0.051,-0.002,11.49,-1.201,1,0.00,0.00,0,0.0018,0.0005,0.018
19.683,0.0333,640.0,360.0,0,-31.801,-2.269,-0.051,-0.002,11.48,-1.211,1,0.00,0.00,0,0.0018,0.0002,-0.012
19.716,0.0333,640.0,360.0,0,-31.803,-2.269,-0.052,-0.002,11.46,-1.232,1,0.00,0.00,0,0.0018,0.0004,-0.015
19.749,0.0333,640.0,360.0,0,-31.805,-2.269,-0.052,-0.002,11.46,-1.249,1,0.00,0.00,0,0.0018,0.0002,-0.004
19.783,0.0333,640.0,360.0,0,-31.806,-2.269,-0.052,-0.002,11.45,-1.258,1,0.00,0.00,0,0.0019,0.0001,-0.004
19.816,0.0333,640.0,360.0,0,-31.808,-2.270,-0.052,-0.002,11.45,-1.266,1,0.00,0.00,0,0.0019,0.0001,-0.004
19.849,0.0333,640.0,360.0,0,-31.810,-2.270,-0.052,-0.002,11.45,-1.271,1,0.00,0.00,0,0.0019,0.0001,-0.003
19.883,0.0333,640.0,360.0,0,-31.812,-2.270,-0.052,-0.003,11.44,-1.275,1,0.00,0.00,0,0.0019,0.0001,-0.002
19.916,0.0334,640.0,360.0,0,-31.814,-2.270,-0.052,-0.003,11.44,-1.278,1,0.00,0.00,0,0.0019,0.0000,-0.001
19.949,0.0333,640.0,360.0,0,-31.816,-2.270,-0.052,-0.003,11.44,-1.281,1,0.00,0.00,0,0.0019,0.0000,-0.002
19.983,0.0333,640.0,360.0,0,-31.818,-2.270,-0.052,-0.003,11.44,-1.283,1,0.00,0.00,0,0.0019,0.0000,-0.001
20.016,0.0333,640.0,360.0,0,-31.819,-2.270,-0.052,-0.003,11.44,-1.285,1,0.00,0.00,0,0.0019,0.0000,-0.001
20.049,0.0333,640.0,360.0,0,-31.821,-2.271,-0.052,-0.003,11.44,-1.287,1,0.00,0.00,0,0.0019,0.0000,-0.002
20.083,0.0333,640.0,360.0,0,-31.823,-2.271,-0.052,-0.003,11.44,-1.288,1,0.00,0.00,0,0.0019,0.0000,-0.002
20.116,0.0334,640.0,360.0,0,-31.825,-2.271,-0.052,-0.003,11.43,-1.290,1,0.00,0.00,0,0.0019,0.0000,-0.001
