iteration,me_cells,me_admitted,me_replaced,me_cell_size,explore_pool_best_sdy,explore_stall,explore_boost,policy_loss,value_loss,entropy,approx_kl,clip_fraction,total_loss,n_updates,target_kl,max_grad_norm,sil_loss,sil_trajs,sil_windows,sil_updates,mean_reward,sum_reward,buffer_size
166,11.0,0.0,0.0,5.0,4.28,1.0,0.8,-0.021403,4.798314,2.555943,0.582776,0.296875,1.175619,1.0,0.01,0.5,92.86943,11.0,2603.0,40.0,0.0997,638.2394,6400.0
167,11.0,0.0,0.0,5.0,4.28,2.0,0.8,0.16168,14.881937,2.555943,0.537334,0.3125,3.879608,1.0,0.01,0.5,90.981867,11.0,2603.0,40.0,0.1194,764.3236,6400.0
168,11.0,0.0,0.0,5.0,4.28,3.0,0.8,-0.076159,8.186914,2.555943,0.469734,0.328125,1.968013,1.0,0.01,0.5,92.419574,11.0,2603.0,40.0,-0.4472,-2862.3953,6400.0
169,11.0,1.0,1.0,5.0,4.28,4.0,0.8,-0.074914,8.245099,2.555943,0.35012,0.265625,1.983805,1.0,0.01,0.5,91.971612,11.0,2613.0,40.0,0.0984,629.5196,6400.0
170,11.0,0.0,0.0,5.0,4.28,5.0,0.8,-0.053723,14.80055,2.555943,0.438122,0.28125,3.643859,1.0,0.01,0.5,87.163561,11.0,2613.0,40.0,0.0404,258.4789,6400.0
171,11.0,0.0,0.0,5.0,4.28,6.0,0.8,0.083613,2.587688,2.555943,0.580434,0.375,0.727979,1.0,0.01,0.5,85.56687,11.0,2613.0,40.0,-0.0333,-213.26,6400.0
172,11.0,0.0,0.0,5.0,4.28,7.0,0.8,0.091808,5.719893,2.555943,0.316403,0.34375,1.519225,1.0,0.01,0.5,87.586634,11.0,2613.0,40.0,0.1602,1025.5796,6400.0
173,11.0,0.0,0.0,5.0,4.28,0.0,0.8,0.12234,25.442944,2.555943,0.885959,0.4375,6.48052,1.0,0.01,0.5,89.648277,11.0,2613.0,40.0,-0.0616,-394.534,6400.0
174,11.0,0.0,0.0,5.0,4.28,1.0,0.8,-0.047302,13.892326,2.555943,0.503008,0.34375,3.423223,1.0,0.01,0.5,89.660506,11.0,2613.0,40.0,0.0847,542.1155,6400.0
175,11.0,0.0,0.0,5.0,4.28,2.0,0.8,0.055825,9.676163,2.555943,0.579621,0.453125,2.47231,1.0,0.01,0.5,85.716853,11.0,2613.0,40.0,-0.1586,-1014.7849,6400.0
176,11.0,0.0,0.0,5.0,4.28,3.0,0.8,0.130811,8.677628,2.555943,0.388302,0.265625,2.297662,1.0,0.01,0.5,81.568274,11.0,2613.0,40.0,-0.208,-1331.3882,6400.0
177,11.0,0.0,0.0,5.0,4.28,4.0,0.8,0.17154,5.946371,2.555943,0.902208,0.34375,1.655576,1.0,0.01,0.5,78.134884,11.0,2613.0,40.0,0.1113,712.5177,6400.0
178,11.0,0.0,0.0,5.0,4.28,5.0,0.8,-0.011534,7.801131,2.555943,0.39342,0.296875,1.936193,1.0,0.01,0.5,83.104825,11.0,2613.0,40.0,0.0288,184.2834,6400.0
179,11.0,0.0,0.0,5.0,4.28,6.0,0.8,0.145777,6.211467,2.555943,0.395474,0.28125,1.696088,1.0,0.01,0.5,82.15808,11.0,2613.0,40.0,0.0755,482.9645,6400.0
180,11.0,1.0,1.0,5.0,4.28,7.0,0.8,0.175712,28.558069,2.555943,0.377755,0.28125,7.312674,1.0,0.01,0.5,83.560579,11.0,2605.0,40.0,-0.1602,-1025.4945,6400.0
181,11.0,0.0,0.0,5.0,4.28,0.0,0.8,0.15561,6.873694,2.555943,0.607766,0.40625,1.871477,1.0,0.01,0.5,80.126495,11.0,2605.0,40.0,-0.0413,-264.185,6400.0
182,11.0,0.0,0.0,5.0,4.28,1.0,0.8,0.00227,11.698576,2.555943,0.302245,0.25,2.924359,1.0,0.01,0.5,82.255618,11.0,2605.0,40.0,-0.0517,-330.938,6400.0
183,11.0,0.0,0.0,5.0,4.28,2.0,0.8,0.020056,4.991747,2.555943,0.368026,0.359375,1.265437,1.0,0.01,0.5,82.739834,11.0,2605.0,40.0,0.1128,722.1041,6400.0
184,11.0,2.0,2.0,5.0,4.28,3.0,0.8,0.103806,21.542931,2.555943,0.460028,0.390625,5.486983,1.0,0.01,0.5,141.972901,11.0,2716.0,40.0,0.0599,383.3447,6400.0
185,11.0,0.0,0.0,5.0,4.28,4.0,0.8,0.077356,6.276559,2.555943,0.417495,0.34375,1.643939,1.0,0.01,0.5,134.889557,11.0,2716.0,40.0,-0.3169,-2028.0338,6400.0
186,11.0,0.0,0.0,5.0,4.28,5.0,0.8,0.18401,5.805595,2.555943,0.480007,0.359375,1.632853,1.0,0.01,0.5,119.575633,11.0,2716.0,40.0,0.1063,680.0747,6400.0
187,11.0,0.0,0.0,5.0,4.28,6.0,0.8,0.090089,10.597643,2.555943,0.622013,0.359375,2.736944,1.0,0.01,0.5,115.858622,11.0,2716.0,40.0,-0.1049,-671.6393,6400.0
188,11.0,0.0,0.0,5.0,4.28,7.0,0.8,0.083274,24.845123,2.555943,0.582093,0.328125,6.291999,1.0,0.01,0.5,106.17084,11.0,2716.0,40.0,-0.2763,-1768.5105,6400.0
189,11.0,0.0,0.0,5.0,4.28,0.0,0.8,0.004589,9.756447,2.555943,0.309926,0.375,2.441145,1.0,0.01,0.5,103.661667,11.0,2716.0,40.0,-0.0719,-460.2988,6400.0
190,11.0,0.0,0.0,5.0,4.28,1.0,0.8,0.134653,4.867654,2.555943,0.408664,0.359375,1.349011,1.0,0.01,0.5,100.613104,11.0,2716.0,40.0,-0.0114,-72.8348,6400.0
191,11.0,0.0,0.0,5.0,4.28,2.0,0.8,0.136224,4.936017,2.555943,0.467572,0.3125,1.367673,1.0,0.01,0.5,101.117184,11.0,2716.0,40.0,0.1564,1000.7123,6400.0
192,11.0,0.0,0.0,5.0,4.28,3.0,0.8,0.196805,10.752411,2.555943,0.285554,0.3125,2.882352,1.0,0.01,0.5,101.501292,11.0,2716.0,40.0,0.0877,561.0837,6400.0
193,11.0,0.0,0.0,5.0,4.28,4.0,0.8,0.153131,7.397988,2.555943,0.723237,0.4375,2.000072,1.0,0.01,0.5,101.866196,11.0,2716.0,40.0,-0.0734,-469.6108,6400.0
194,11.0,0.0,0.0,5.0,4.28,5.0,0.8,0.126818,8.827808,2.555943,0.472812,0.25,2.331214,1.0,0.01,0.5,98.665121,11.0,2716.0,40.0,0.1248,798.7371,6400.0
195,11.0,0.0,0.0,5.0,4.28,6.0,0.8,0.092071,6.818847,2.555943,0.46344,0.234375,1.794227,1.0,0.01,0.5,105.341674,11.0,2716.0,40.0,0.0928,594.2385,6400.0
196,11.0,0.0,0.0,5.0,4.28,7.0,0.8,0.21166,6.679802,2.555943,0.796818,0.3125,1.879054,1.0,0.01,0.5,102.961941,11.0,2716.0,40.0,0.1472,942.0423,6400.0
197,11.0,0.0,0.0,5.0,4.28,0.0,0.8,0.03946,14.900368,2.555943,0.455459,0.265625,3.761996,1.0,0.01,0.5,97.426102,11.0,2716.0,40.0,0.0585,374.6116,6400.0
198,11.0,0.0,0.0,5.0,4.28,1.0,0.8,0.219623,4.031179,2.555943,0.406813,0.328125,1.224862,1.0,0.01,0.5,91.720948,11.0,2716.0,40.0,0.0436,279.2716,6400.0
199,11.0,0.0,0.0,5.0,4.28,2.0,0.8,0.148804,6.289808,2.555943,0.406608,0.359375,1.7187,1.0,0.01,0.5,92.914187,11.0,2716.0,40.0,0.1155,738.978,6400.0
200,11.0,0.0,0.0,5.0,4.28,3.0,0.8,0.109018,5.169046,2.555943,0.171234,0.25,1.398723,1.0,0.01,0.5,90.655403,11.0,2716.0,40.0,-0.1388,-888.0106,6400.0
201,11.0,0.0,0.0,5.0,4.28,4.0,0.8,0.308831,13.480434,2.555943,0.59566,0.4375,3.676384,1.0,0.01,0.5,88.072749,11.0,2716.0,40.0,0.0796,509.5372,6400.0
202,11.0,0.0,0.0,5.0,4.28,5.0,0.8,0.180476,9.695145,2.555943,0.605668,0.40625,2.601707,1.0,0.01,0.5,87.328007,11.0,2716.0,40.0,-0.0233,-149.094,6400.0
203,11.0,0.0,0.0,5.0,4.28,6.0,0.8,0.193031,14.618713,2.555943,0.37095,0.296875,3.845154,1.0,0.01,0.5,82.575653,11.0,2716.0,40.0,0.1121,717.2674,6400.0
204,11.0,0.0,0.0,5.0,4.28,7.0,0.8,-0.107687,11.553495,2.555943,0.377366,0.296875,2.778131,1.0,0.01,0.5,83.527537,11.0,2716.0,40.0,0.0932,596.3929,6400.0
205,11.0,0.0,0.0,5.0,4.28,0.0,0.8,0.308431,8.304379,2.555943,0.568715,0.421875,2.38197,1.0,0.01,0.5,77.368844,11.0,2716.0,40.0,0.0593,379.5793,6400.0
206,11.0,0.0,0.0,5.0,4.28,1.0,0.8,0.110861,5.021151,2.555943,0.950433,0.46875,1.363593,1.0,0.01,0.5,78.520089,11.0,2716.0,40.0,0.1631,1043.6813,6400.0
207,11.0,0.0,0.0,5.0,4.28,2.0,0.8,0.000909,7.599659,2.555943,0.617378,0.421875,1.898268,1.0,0.01,0.5,77.7926,11.0,2716.0,40.0,-0.6443,-4123.6639,6400.0
208,11.0,0.0,0.0,5.0,4.28,3.0,0.8,-0.031877,12.371634,2.555943,0.737171,0.296875,3.058475,1.0,0.01,0.5,78.192945,11.0,2716.0,40.0,-0.001,-6.5426,6400.0
209,11.0,0.0,0.0,5.0,4.28,4.0,0.8,0.176554,4.391566,2.555943,0.549652,0.3125,1.27189,1.0,0.01,0.5,74.626978,11.0,2716.0,40.0,0.1203,769.8684,6400.0
210,11.0,0.0,0.0,5.0,4.28,5.0,0.8,0.196588,6.165822,2.555943,0.590058,0.34375,1.735487,1.0,0.01,0.5,80.048328,11.0,2716.0,40.0,-0.0089,-56.9048,6400.0
211,11.0,0.0,0.0,5.0,4.28,6.0,0.8,0.000307,6.632676,2.555943,0.554954,0.375,1.65592,1.0,0.01,0.5,79.808722,11.0,2716.0,40.0,0.0446,285.5269,6400.0
212,11.0,0.0,0.0,5.0,4.28,7.0,0.8,0.053285,6.14243,2.555943,0.971852,0.390625,1.586337,1.0,0.01,0.5,82.030132,11.0,2716.0,40.0,0.0803,514.0364,6400.0
213,11.0,0.0,0.0,5.0,4.28,0.0,0.8,-0.019706,7.799456,2.555943,0.738427,0.421875,1.927602,1.0,0.01,0.5,78.574121,11.0,2716.0,40.0,-0.0738,-472.0578,6400.0
214,11.0,0.0,0.0,5.0,4.28,1.0,0.8,0.131703,5.127168,2.555943,0.569415,0.40625,1.410939,1.0,0.01,0.5,72.704473,11.0,2716.0,40.0,-0.1837,-1175.6966,6400.0
215,11.0,0.0,0.0,5.0,4.28,2.0,0.8,0.064563,14.206608,2.555943,0.561191,0.359375,3.613659,1.0,0.01,0.5,71.961713,11.0,2716.0,40.0,-0.6704,-4290.7964,6400.0
216,11.0,0.0,0.0,5.0,4.28,3.0,0.8,0.011319,14.481374,2.555943,0.498172,0.3125,3.629106,1.0,0.01,0.5,68.407264,11.0,2716.0,40.0,-0.2829,-1810.7395,6400.0
217,11.0,0.0,0.0,5.0,4.28,4.0,0.8,-0.050221,16.464031,2.555943,0.791236,0.375,4.063231,1.0,0.01,0.5,71.195161,11.0,2716.0,40.0,-0.6965,-4457.8055,6400.0
218,11.0,0.0,0.0,5.0,4.28,5.0,0.8,0.118259,6.849049,2.555943,0.218256,0.265625,1.827965,1.0,0.01,0.5,72.503713,11.0,2716.0,40.0,0.0274,175.1005,6400.0
219,11.0,1.0,1.0,5.0,4.28,6.0,0.8,0.056916,9.468918,2.555943,0.512699,0.328125,2.421589,1.0,0.01,0.5,80.706849,11.0,2479.0,39.0,-0.251,-1606.4093,6400.0
220,11.0,0.0,0.0,5.0,4.28,7.0,0.8,0.038612,13.447754,2.555943,0.387848,0.296875,3.397994,1.0,0.01,0.5,72.051449,11.0,2479.0,39.0,0.0236,150.8055,6400.0
221,11.0,0.0,0.0,5.0,4.28,0.0,0.8,0.128298,13.381657,2.555943,0.504662,0.34375,3.471157,1.0,0.01,0.5,74.967585,11.0,2479.0,39.0,-0.1445,-925.1039,6400.0
222,11.0,0.0,0.0,5.0,4.28,1.0,0.8,0.012441,5.385175,2.555943,0.740264,0.5,1.356179,1.0,0.01,0.5,74.677914,11.0,2479.0,39.0,-0.1382,-884.3046,6400.0
223,11.0,1.0,1.0,5.0,4.28,2.0,0.8,0.072476,9.655486,2.555943,0.817168,0.4375,2.483791,1.0,0.01,0.5,72.505123,11.0,2481.0,39.0,-0.1129,-722.4775,6400.0
224,11.0,0.0,0.0,5.0,4.28,3.0,0.8,0.191883,12.930693,2.555943,0.361242,0.390625,3.422,1.0,0.01,0.5,71.082578,11.0,2481.0,39.0,-0.2538,-1624.1985,6400.0
225,11.0,0.0,0.0,5.0,4.28,4.0,0.8,-0.036617,7.998548,2.555943,0.443217,0.25,1.960464,1.0,0.01,0.5,67.538067,11.0,2481.0,39.0,-0.096,-614.2415,6400.0
226,11.0,0.0,0.0,5.0,4.28,5.0,0.8,0.140678,20.011295,2.555943,0.427668,0.34375,5.140946,1.0,0.01,0.5,62.536731,11.0,2481.0,39.0,-0.0418,-267.4422,6400.0
227,11.0,0.0,0.0,5.0,4.28,6.0,0.8,0.12377,11.813081,2.555943,0.802507,0.421875,3.074484,1.0,0.01,0.5,64.033771,11.0,2481.0,39.0,0.0066,42.118,6400.0
228,11.0,0.0,0.0,5.0,4.28,7.0,0.8,0.114173,6.187873,2.555943,0.691958,0.40625,1.658585,1.0,0.01,0.5,64.967309,11.0,2481.0,39.0,0.0517,330.8538,6400.0
229,11.0,1.0,1.0,5.0,4.28,0.0,0.8,0.118688,8.365847,2.555943,0.43264,0.328125,2.207594,1.0,0.01,0.5,91.013023,11.0,2444.0,39.0,0.1465,937.3794,6400.0
230,11.0,0.0,0.0,5.0,4.28,1.0,0.8,0.099167,13.825405,2.555943,0.699481,0.4375,3.552963,1.0,0.01,0.5,81.486465,11.0,2444.0,39.0,-0.349,-2233.5999,6400.0
231,11.0,0.0,0.0,5.0,4.28,2.0,0.8,0.121736,5.397326,2.555943,0.370521,0.328125,1.468512,1.0,0.01,0.5,80.908181,11.0,2444.0,39.0,0.0872,557.8135,6400.0
232,11.0,1.0,1.0,5.0,4.28,3.0,0.8,-0.081052,9.631338,2.555943,0.463546,0.40625,2.324227,1.0,0.01,0.5,85.811364,11.0,2314.0,37.0,0.1421,909.6491,6400.0
233,11.0,0.0,0.0,5.0,4.28,4.0,0.8,-0.075124,19.856163,2.555943,0.801985,0.3125,4.886361,1.0,0.01,0.5,86.031437,11.0,2314.0,37.0,-0.0626,-400.5885,6400.0
234,11.0,0.0,0.0,5.0,4.28,5.0,0.8,0.027185,5.197051,2.555943,0.846464,0.515625,1.323892,1.0,0.01,0.5,84.450548,11.0,2314.0,37.0,0.1232,788.7162,6400.0
235,11.0,0.0,0.0,5.0,4.28,6.0,0.8,0.091896,19.274574,2.555943,0.731453,0.484375,4.907984,1.0,0.01,0.5,83.618731,11.0,2314.0,37.0,-0.4723,-3022.8982,6400.0
236,11.0,0.0,0.0,5.0,4.28,7.0,0.8,0.021594,11.269273,2.555943,0.918133,0.4375,2.836356,1.0,0.01,0.5,72.540797,11.0,2314.0,37.0,-0.4851,-3104.5544,6400.0
237,11.0,0.0,0.0,5.0,4.28,0.0,0.8,0.12344,12.445805,2.555943,0.588298,0.34375,3.232335,1.0,0.01,0.5,71.138909,11.0,2314.0,37.0,0.0383,245.3549,6400.0
238,11.0,0.0,0.0,5.0,4.28,1.0,0.8,0.164383,12.437454,2.555943,0.630101,0.265625,3.27119,1.0,0.01,0.5,76.583809,11.0,2314.0,37.0,-0.184,-1177.5188,6400.0
239,11.0,0.0,0.0,5.0,4.28,2.0,0.8,-0.19101,5.341055,2.555943,0.377098,0.265625,1.141698,1.0,0.01,0.5,75.32701,11.0,2314.0,37.0,-0.241,-1542.5711,6400.0
240,11.0,0.0,0.0,5.0,4.28,3.0,0.8,0.032429,10.875399,2.555943,0.434294,0.34375,2.748723,1.0,0.01,0.5,77.279491,11.0,2314.0,37.0,-0.0314,-201.0969,6400.0
241,11.0,0.0,0.0,5.0,4.28,4.0,0.8,0.028441,10.753682,2.555943,0.743377,0.53125,2.714305,1.0,0.01,0.5,65.565781,11.0,2314.0,37.0,0.0651,416.8624,6400.0
242,11.0,0.0,0.0,5.0,4.28,5.0,0.8,0.051353,10.984244,2.555943,0.443641,0.421875,2.794859,1.0,0.01,0.5,59.593868,11.0,2314.0,37.0,0.062,396.5137,6400.0
243,11.0,0.0,0.0,5.0,4.28,6.0,0.8,-0.104066,7.126847,2.555943,0.652456,0.359375,1.67509,1.0,0.01,0.5,63.299023,11.0,2314.0,37.0,0.1233,788.9396,6400.0
244,11.0,1.0,1.0,5.0,4.28,7.0,0.8,0.069563,11.794148,2.555943,0.848498,0.453125,3.015544,1.0,0.01,0.5,83.336709,11.0,2128.0,34.0,0.1386,886.9327,6400.0
245,11.0,0.0,0.0,5.0,4.28,0.0,0.8,0.028683,7.416734,2.555943,0.435587,0.3125,1.880311,1.0,0.01,0.5,77.034856,11.0,2128.0,34.0,0.0496,317.4051,6400.0
246,11.0,0.0,0.0,5.0,4.28,1.0,0.8,0.259879,12.94265,2.555943,0.38362,0.3125,3.492985,1.0,0.01,0.5,75.547416,11.0,2128.0,34.0,0.0728,465.7135,6400.0
247,11.0,0.0,0.0,5.0,4.28,2.0,0.8,-0.116115,12.169822,2.555943,0.489573,0.328125,2.923785,1.0,0.01,0.5,73.974394,11.0,2128.0,34.0,-0.1021,-653.1427,6400.0
248,11.0,0.0,0.0,5.0,4.28,3.0,0.8,0.080229,10.897131,2.555943,0.65826,0.484375,2.801956,1.0,0.01,0.5,66.191647,11.0,2128.0,34.0,-0.1435,-918.562,6400.0
249,11.0,0.0,0.0,5.0,4.28,4.0,0.8,-0.051461,10.515374,2.555943,0.630476,0.34375,2.574827,1.0,0.01,0.5,63.634428,11.0,2128.0,34.0,0.1295,829.0829,6400.0
250,11.0,0.0,0.0,5.0,4.28,5.0,0.8,0.03172,8.84137,2.555943,0.363991,0.34375,2.239506,1.0,0.01,0.5,60.724176,11.0,2128.0,34.0,0.134,857.6665,6400.0
251,11.0,2.0,2.0,5.0,4.28,6.0,0.8,0.262692,4.87304,2.555943,0.660486,0.484375,1.478396,1.0,0.01,0.5,68.86118,11.0,2126.0,34.0,-0.0447,-285.89,6400.0
252,11.0,0.0,0.0,5.0,4.28,7.0,0.8,0.212593,31.797459,2.555943,0.58411,0.515625,8.159402,1.0,0.01,0.5,65.21801,11.0,2126.0,34.0,-0.3046,-1949.3661,6400.0
253,11.0,0.0,0.0,5.0,4.28,0.0,0.8,0.244014,7.525564,2.555943,0.459585,0.3125,2.122849,1.0,0.01,0.5,65.089821,11.0,2126.0,34.0,-0.1164,-745.0135,6400.0
254,11.0,0.0,0.0,5.0,4.28,1.0,0.8,-0.048577,6.399362,2.555943,0.764071,0.4375,1.548707,1.0,0.01,0.5,66.116333,11.0,2126.0,34.0,0.1157,740.3647,6400.0
255,11.0,0.0,0.0,5.0,4.28,2.0,0.8,0.030247,14.158804,2.555943,0.863496,0.28125,3.567392,1.0,0.01,0.5,68.333218,11.0,2126.0,34.0,-0.0196,-125.6626,6400.0
256,11.0,0.0,0.0,5.0,4.28,3.0,0.8,0.175443,5.068023,2.555943,0.776161,0.40625,1.439892,1.0,0.01,0.5,60.165521,11.0,2126.0,34.0,0.1351,864.5532,6400.0
257,11.0,0.0,0.0,5.0,4.28,4.0,0.8,0.219506,7.621305,2.555943,0.50007,0.359375,2.122276,1.0,0.01,0.5,56.422204,11.0,2126.0,34.0,0.1396,893.7574,6400.0
258,11.0,0.0,0.0,5.0,4.28,5.0,0.8,0.065488,33.186745,2.555943,0.512907,0.359375,8.359619,1.0,0.01,0.5,59.52297,11.0,2126.0,34.0,-0.8412,-5383.5796,6400.0
259,11.0,0.0,0.0,5.0,4.28,6.0,0.8,-0.015987,5.63604,2.555943,0.695897,0.265625,1.390467,1.0,0.01,0.5,57.785114,11.0,2126.0,34.0,0.1159,741.7915,6400.0
260,11.0,0.0,0.0,5.0,4.28,7.0,0.8,0.27575,27.554405,2.555943,0.465883,0.375,7.161796,1.0,0.01,0.5,56.275145,11.0,2126.0,34.0,-0.1787,-1143.4714,6400.0
261,11.0,0.0,0.0,5.0,4.28,0.0,0.8,-0.083089,11.463763,2.555943,0.59495,0.375,2.780296,1.0,0.01,0.5,56.945425,11.0,2126.0,34.0,-0.4855,-3107.2046,6400.0
262,11.0,0.0,0.0,5.0,4.28,1.0,0.8,-0.162492,6.938478,2.555943,0.875097,0.40625,1.569572,1.0,0.01,0.5,59.709249,11.0,2126.0,34.0,-0.1828,-1169.6798,6400.0
263,11.0,0.0,0.0,5.0,4.28,2.0,0.8,-0.101249,6.338823,2.555943,0.439065,0.28125,1.480901,1.0,0.01,0.5,56.365571,11.0,2126.0,34.0,-0.2751,-1760.8188,6400.0
264,11.0,0.0,0.0,5.0,4.28,3.0,0.8,0.073509,13.753047,2.555943,0.715702,0.40625,3.509215,1.0,0.01,0.5,56.530875,11.0,2126.0,34.0,0.062,396.5157,6400.0
265,11.0,0.0,0.0,5.0,4.28,4.0,0.8,0.099498,11.703484,2.555943,0.52053,0.4375,3.022813,1.0,0.01,0.5,59.336778,11.0,2126.0,34.0,-0.0072,-45.8205,6400.0
266,11.0,0.0,0.0,5.0,4.28,5.0,0.8,0.001979,7.032986,2.555943,0.610543,0.34375,1.75767,1.0,0.01,0.5,52.901173,11.0,2126.0,34.0,0.1094,699.9,6400.0
267,11.0,0.0,0.0,5.0,4.28,6.0,0.8,0.079271,6.234085,2.555943,0.886339,0.390625,1.635236,1.0,0.01,0.5,56.289841,11.0,2126.0,34.0,0.1544,987.9739,6400.0
268,11.0,0.0,0.0,5.0,4.28,7.0,0.8,-0.031342,6.324033,2.555943,0.224624,0.21875,1.54711,1.0,0.01,0.5,53.20901,11.0,2126.0,34.0,0.0551,352.621,6400.0
269,11.0,0.0,0.0,5.0,4.28,0.0,0.8,0.182595,5.901291,2.555943,0.635345,0.421875,1.655362,1.0,0.01,0.5,55.644497,11.0,2126.0,34.0,0.146,934.2895,6400.0
270,11.0,0.0,0.0,5.0,4.28,1.0,0.8,0.102872,6.79769,2.555943,0.72964,0.328125,1.799739,1.0,0.01,0.5,53.696217,11.0,2126.0,34.0,0.105,672.0651,6400.0
271,11.0,0.0,0.0,5.0,4.28,2.0,0.8,0.051452,8.21731,2.555943,0.506149,0.296875,2.103223,1.0,0.01,0.5,56.25475,11.0,2126.0,34.0,-0.1107,-708.2885,6400.0
272,11.0,0.0,0.0,5.0,4.28,3.0,0.8,0.235936,24.355232,2.555943,0.75188,0.34375,6.322188,1.0,0.01,0.5,51.904761,11.0,2126.0,34.0,-0.1925,-1232.2983,6400.0
273,11.0,0.0,0.0,5.0,4.28,4.0,0.8,0.032399,6.875651,2.555943,0.38988,0.3125,1.748756,1.0,0.01,0.5,49.736138,11.0,2126.0,34.0,0.1418,907.3208,6400.0
274,11.0,0.0,0.0,5.0,4.28,5.0,0.8,0.040849,8.123031,2.555943,0.726065,0.328125,2.069051,1.0,0.01,0.5,50.191546,11.0,2126.0,34.0,-0.4726,-3024.6259,6400.0
275,11.0,0.0,0.0,5.0,4.28,6.0,0.8,0.141634,10.139202,2.555943,0.516076,0.296875,2.673879,1.0,0.01,0.5,52.788757,11.0,2126.0,34.0,-0.2604,-1666.5735,6400.0
276,11.0,0.0,0.0,5.0,4.28,7.0,0.8,0.052245,9.486055,2.555943,0.58338,0.390625,2.421203,1.0,0.01,0.5,51.293921,11.0,2126.0,34.0,0.1269,812.1306,6400.0
277,11.0,0.0,0.0,5.0,4.28,0.0,0.8,-0.024514,11.581041,2.555943,0.948349,0.390625,2.86819,1.0,0.01,0.5,49.7613,11.0,2126.0,34.0,0.1182,756.376,6400.0
278,11.0,0.0,0.0,5.0,4.28,1.0,0.8,0.314872,33.942886,2.555943,0.452628,0.296875,8.798038,1.0,0.01,0.5,48.539991,11.0,2126.0,34.0,-0.2181,-1395.8426,6400.0
279,11.0,0.0,0.0,5.0,4.28,2.0,0.8,0.049723,8.063941,2.555943,0.581461,0.421875,2.063153,1.0,0.01,0.5,48.228303,11.0,2126.0,34.0,0.1366,874.376,6400.0
280,11.0,0.0,0.0,5.0,4.28,3.0,0.8,0.139787,9.842695,2.555943,0.376667,0.359375,2.597905,1.0,0.01,0.5,45.689664,11.0,2126.0,34.0,0.1247,798.3072,6400.0
281,11.0,0.0,0.0,5.0,4.28,4.0,0.8,0.05517,6.536723,2.555943,0.719108,0.46875,1.686795,1.0,0.01,0.5,46.219901,11.0,2126.0,34.0,0.0219,140.2696,6400.0
282,11.0,0.0,0.0,5.0,4.28,5.0,0.8,0.034725,10.64021,2.555943,0.199712,0.25,2.692222,1.0,0.01,0.5,41.902405,11.0,2126.0,34.0,-0.1125,-720.0977,6400.0
283,11.0,0.0,0.0,5.0,4.28,6.0,0.8,0.257324,7.595054,2.555943,0.587193,0.40625,2.153532,1.0,0.01,0.5,50.488357,11.0,2126.0,34.0,0.0426,272.8441,6400.0
284,11.0,0.0,0.0,5.0,4.28,7.0,0.8,-0.003622,13.313868,2.555943,0.934792,0.328125,3.322289,1.0,0.01,0.5,52.206907,11.0,2126.0,34.0,0.0882,564.2501,6400.0
285,11.0,0.0,0.0,5.0,4.28,0.0,0.8,0.170938,14.366434,2.555943,0.515033,0.265625,3.759991,1.0,0.01,0.5,49.63309,11.0,2126.0,34.0,0.0803,513.619,6400.0
286,11.0,1.0,1.0,5.0,4.28,1.0,0.8,0.080778,7.452655,2.555943,0.967094,0.46875,1.941386,1.0,0.01,0.5,85.89884,11.0,2139.0,34.0,-0.2997,-1918.1756,6400.0
287,11.0,0.0,0.0,5.0,4.28,2.0,0.8,-0.050213,12.983431,2.555943,0.602746,0.328125,3.193089,1.0,0.01,0.5,67.684832,11.0,2139.0,34.0,-0.5633,-3605.3829,6400.0
288,11.0,0.0,0.0,5.0,4.28,3.0,0.8,0.142527,13.589424,2.555943,0.47959,0.34375,3.537327,1.0,0.01,0.5,62.922473,11.0,2139.0,34.0,-0.1893,-1211.7593,6400.0
289,11.0,0.0,0.0,5.0,4.28,4.0,0.8,0.113021,13.604698,2.555943,0.470568,0.296875,3.51164,1.0,0.01,0.5,62.609381,11.0,2139.0,34.0,-0.0232,-148.3655,6400.0
290,11.0,0.0,0.0,5.0,4.28,5.0,0.8,-0.053659,7.514527,2.555943,0.886647,0.53125,1.822417,1.0,0.01,0.5,53.99299,11.0,2139.0,34.0,0.1403,898.1326,6400.0
