iteration,policy_loss,value_loss,entropy,approx_kl,clip_fraction,total_loss,n_updates,target_kl,max_grad_norm,value_only,mean_reward,sum_reward,buffer_size,sil_loss,sil_trajs,sil_windows,sil_updates
175,1.2e-05,47.67832,-0.368835,0.018734,0.115625,11.919961,5.0,0.01,5.0,,-0.5229,-2614.5914,5000.0,72.884383,20.0,7794.0,40.0
176,0.064526,49.911538,-0.369318,0.014691,0.15625,12.54278,3.0,0.01,5.0,,-0.5163,-2581.6467,5000.0,77.071637,20.0,7907.0,40.0
177,0.082471,52.290703,-0.369535,0.006747,0.072917,13.155517,3.0,0.01,5.0,,-0.5431,-2715.4977,5000.0,78.197234,20.0,7907.0,40.0
178,-0.093945,49.618743,-0.369651,0.00841,0.097656,12.311111,4.0,0.01,5.0,,-0.5103,-2551.3117,5000.0,73.686608,20.0,7907.0,40.0
179,-0.062203,44.669033,-0.36959,0.017137,0.132812,11.105425,4.0,0.01,5.0,,-0.4843,-2421.3658,5000.0,74.228174,20.0,7907.0,40.0
180,0.061778,55.173242,-0.369517,0.010182,0.121094,13.855457,4.0,0.01,5.0,,-0.4818,-2408.865,5000.0,72.065975,20.0,8008.0,40.0
181,0.029204,51.254761,-0.369483,0.009512,0.083333,12.843263,3.0,0.01,5.0,,-0.5523,-2761.5363,5000.0,71.871212,20.0,8008.0,40.0
182,-0.064397,52.055078,-0.369455,0.015298,0.144531,12.949742,4.0,0.01,5.0,,-0.5105,-2552.5892,5000.0,70.505343,20.0,8008.0,40.0
183,-0.017822,48.229012,-0.369383,0.006306,0.057292,12.0398,3.0,0.01,5.0,,-0.5231,-2615.4971,5000.0,70.5684,20.0,8008.0,40.0
184,-0.071348,41.698702,-0.369323,0.008057,0.104167,10.353697,3.0,0.01,5.0,,-0.551,-2754.8163,5000.0,69.73727,20.0,8008.0,40.0
185,0.010114,51.831512,-0.369232,0.010396,0.088542,12.968361,3.0,0.01,5.0,,-0.5967,-2983.5834,5000.0,68.648015,20.0,8008.0,40.0
186,-0.012246,49.83875,-0.369167,0.009618,0.109375,12.447811,3.0,0.01,5.0,,-0.5188,-2593.8121,5000.0,67.509315,20.0,8008.0,40.0
187,-0.008306,59.199814,-0.369141,0.011582,0.097656,14.792016,4.0,0.01,5.0,,-0.5698,-2849.1629,5000.0,68.432784,20.0,8008.0,40.0
188,0.085148,52.372898,-0.369217,0.008921,0.09375,13.178741,3.0,0.01,5.0,,-0.574,-2869.9326,5000.0,65.953057,20.0,8008.0,40.0
189,-0.006594,46.314657,-0.369091,0.011892,0.165625,11.572439,5.0,0.01,5.0,,-0.5555,-2777.5148,5000.0,68.494744,20.0,8008.0,40.0
190,-0.03187,50.949206,-0.369187,0.057757,0.101562,12.705801,4.0,0.01,5.0,,-0.5411,-2705.5523,5000.0,68.322149,20.0,8008.0,40.0
