timestamp, playerX, playerY, velocityX, velocityY, hammerAngle, hammerAngularVel, isGrounded
10.386, -44.210, -2.404, 0.688, 0.157, 101.8, 44.37, 1
10.402, -44.193, -2.400, 0.937, 0.200, 112.0, 60.25, 1
10.419, -44.183, -2.398, 0.359, 0.071, 116.8, 23.03, 1
10.436, -44.187, -2.399, -0.408, -0.079, 117.0, -26.15, 1
10.452, -44.200, -2.402, -0.722, -0.147, 115.5, -46.32, 1
10.469, -44.214, -2.405, -0.727, -0.158, 114.4, -46.75, 1
10.486, -44.226, -2.409, -0.646, -0.301, 114.3, -39.00, 1
10.502, -44.238, -2.411, -0.657, -0.160, 114.8, -42.56, 1
10.519, -44.252, -2.415, -0.772, -0.199, 115.2, -50.14, 1
10.535, -44.269, -2.419, -0.916, -0.250, 115.2, -59.74, 1
10.552, -44.286, -2.420, -0.833, 0.265, 115.0, -54.57, 1
10.569, -44.301, -2.417, -0.781, 0.218, 114.7, -50.97, 1
10.585, -44.314, -2.414, -0.703, 0.185, 114.4, -45.68, 1
10.602, -44.326, -2.412, -0.615, 0.154, 114.1, -39.84, 1
10.619, -44.336, -2.410, -0.527, 0.125, 113.9, -34.05, 1
10.635, -44.345, -2.408, -0.443, 0.101, 113.7, -28.58, 0
10.652, -44.352, -2.409, -0.343, 0.087, 113.6, -22.10, 1
10.669, -44.358, -2.408, -0.252, 0.063, 113.5, -16.23, 1
10.685, -44.361, -2.407, -0.168, 0.041, 113.5, -10.81, 1
10.702, -44.363, -2.407, -0.089, 0.021, 113.5, -5.72, 1
10.719, -44.364, -2.407, -0.012, 0.003, 113.5, -0.78, 1
10.735, -44.363, -2.407, 0.025, -0.005, 113.5, 1.63, 1
10.752, -44.362, -2.407, 0.063, -0.013, 113.5, 4.06, 1
10.769, -44.361, -2.407, 0.072, -0.015, 113.5, 4.65, 1
10.785, -44.359, -2.408, 0.116, -0.024, 113.5, 7.44, 1
10.802, -44.357, -2.408, 0.158, -0.033, 113.5, 10.17, 1
10.819, -44.353, -2.409, 0.201, -0.043, 113.5, 12.90, 1
10.835, -44.349, -2.409, 0.244, -0.053, 113.4, 15.69, 1
10.852, -44.343, -2.410, 0.288, -0.064, 113.4, 18.59, 1
10.868, -44.337, -2.411, 0.335, -0.077, 113.4, 21.61, 1
10.885, -44.330, -2.412, 0.383, -0.090, 113.3, 24.76, 1
10.902, -44.323, -2.414, 0.433, -0.106, 113.3, 28.06, 1
10.918, -44.314, -2.415, 0.486, -0.123, 113.3, 31.52, 1
10.935, -44.304, -2.417, 0.541, -0.142, 113.2, 35.19, 1
10.952, -44.293, -2.420, 0.600, -0.164, 113.2, 39.14, 1
10.968, -44.281, -2.422, 0.664, -0.190, 113.1, 43.41, 1
10.985, -44.271, -2.419, 0.508, 0.147, 113.1, 33.24, 1
11.002, -44.262, -2.417, 0.420, 0.117, 113.1, 27.42, 1
11.018, -44.256, -2.415, 0.337, 0.092, 113.1, 21.99, 1
11.035, -44.250, -2.414, 0.255, 0.068, 113.1, 16.60, 1
11.052, -44.247, -2.413, 0.171, 0.044, 113.2, 11.08, 1
11.068, -44.245, -2.412, 0.085, 0.022, 113.2, 5.49, 1
11.085, -44.244, -2.412, 0.000, 0.000, 113.3, 0.00, 1
11.102, -44.245, -2.413, -0.059, -0.015, 113.3, -3.80, 1
11.118, -44.247, -2.413, -0.117, -0.030, 113.3, -7.63, 1
11.135, -44.250, -2.414, -0.176, -0.046, 113.4, -11.41, 1
11.152, -44.254, -2.415, -0.225, -0.059, 113.4, -14.61, 1
11.168, -44.258, -2.416, -0.185, -0.050, 113.6, -12.02, 1
11.185, -44.259, -2.416, 0.081, 0.022, 114.9, 5.30, 1
11.201, -44.252, -2.414, 0.551, 0.149, 118.2, 35.90, 1
11.218, -44.236, -2.409, 0.988, 0.286, 124.3, 64.22, 0
11.235, -44.215, -2.400, 1.311, 0.551, 133.2, 80.76, 0
11.251, -44.197, -2.393, 0.985, 0.327, 143.2, 48.45, 0
11.268, -44.189, -2.398, 0.399, -0.600, 151.5, 0.50, 0
11.285, -44.191, -2.407, -0.290, -0.062, 156.9, -18.67, 1
11.301, -44.202, -2.410, -0.650, -0.144, 159.3, -41.99, 1
11.318, -44.217, -2.413, -0.838, -0.197, 159.4, -54.29, 1
11.335, -44.234, -2.417, -0.921, -0.233, 158.8, -59.86, 1
11.351, -44.251, -2.422, -0.941, -0.255, 158.4, -61.47, 1
11.368, -44.268, -2.423, -0.793, 0.255, 158.8, -52.06, 1
11.385, -44.281, -2.419, -0.706, 0.199, 159.3, -46.13, 1
11.401, -44.294, -2.417, -0.622, 0.167, 159.7, -40.52, 1
11.418, -44.304, -2.415, -0.541, 0.139, 159.9, -35.16, 1
11.435, -44.313, -2.413, -0.462, 0.114, 159.9, -29.93, 1
11.451, -44.320, -2.412, -0.372, 0.101, 159.9, -24.08, 1
11.468, -44.326, -2.410, -0.286, 0.076, 160.0, -18.47, 1
11.485, -44.330, -2.410, -0.201, 0.052, 160.1, -13.00, 1
11.501, -44.333, -2.409, -0.119, 0.031, 160.2, -7.66, 1
11.518, -44.334, -2.409, -0.038, 0.010, 160.3, -2.42, 1
11.534, -44.334, -2.409, 0.022, -0.005, 160.4, 1.43, 1
11.551, -44.333, -2.409, 0.067, -0.015, 160.5, 4.32, 1
11.568, -44.331, -2.409, 0.112, -0.025, 160.5, 7.24, 1
11.584, -44.328, -2.410, 0.158, -0.036, 160.5, 10.21, 1
11.601, -44.325, -2.410, 0.205, -0.047, 160.5, 13.24, 1
11.618, -44.320, -2.411, 0.253, -0.059, 160.5, 16.33, 1
11.634, -44.315, -2.412, 0.302, -0.072, 160.5, 19.52, 1
11.651, -44.308, -2.413, 0.353, -0.086, 160.5, 22.82, 1
11.668, -44.301, -2.415, 0.405, -0.101, 160.5, 26.24, 1
11.684, -44.293, -2.416, 0.459, -0.119, 160.5, 29.82, 1
11.701, -44.283, -2.418, 0.516, -0.138, 160.5, 33.57, 1
11.718, -44.273, -2.420, 0.575, -0.160, 160.5, 37.51, 1
11.734, -44.262, -2.420, 0.506, 0.150, 160.5, 33.18, 0
11.751, -44.254, -2.420, 0.411, 0.118, 160.5, 26.94, 1
11.768, -44.247, -2.418, 0.319, 0.089, 160.5, 20.85, 1
11.784, -44.242, -2.417, 0.231, 0.063, 160.5, 15.07, 1
11.801, -44.239, -2.416, 0.146, 0.039, 160.4, 9.55, 1
11.818, -44.238, -2.416, 0.066, 0.017, 160.5, 4.27, 1
11.834, -44.237, -2.416, 0.000, 0.000, 160.6, 0.00, 1
11.851, -44.238, -2.416, -0.001, 0.000, 161.1, -0.05, 1
11.867, -44.237, -2.414, 0.085, 0.231, 163.2, 2.47, 1
11.884, -44.235, -2.405, 0.128, 0.614, 168.9, 0.00, 0
11.901, -44.237, -2.390, -0.079, 1.022, 178.3, -13.33, 0
11.917, -44.249, -2.370, -0.646, 1.296, -168.7, -54.14, 0
11.934, -44.265, -2.351, -0.408, 1.348, -163.0, -30.50, 0
11.951, -44.274, -2.328, -0.546, 1.486, -162.5, -35.86, 0
11.967, -44.287, -2.299, -0.730, 1.814, -161.9, -44.06, 0
11.984, -44.302, -2.266, -0.881, 2.122, -161.2, -48.99, 0
12.001, -44.321, -2.227, -1.049, 2.413, -160.3, -54.34, 0
12.017, -44.342, -2.184, -1.228, 2.702, -159.3, -59.67, 0
12.034, -44.367, -2.136, -1.423, 2.985, -158.3, -65.18, 0
12.051, -44.396, -2.084, -1.635, 3.262, -157.0, -70.94, 0
12.067, -44.428, -2.027, -1.866, 3.532, -155.7, -76.94, 0
12.084, -44.465, -1.966, -2.118, 3.793, -154.3, -83.30, 0
12.101, -44.507, -1.901, -2.393, 4.043, -152.7, -90.14, 0
12.117, -44.553, -1.832, -2.693, 4.280, -151.0, -97.52, 0
12.134, -44.605, -1.760, -3.020, 4.501, -149.2, -105.48, 0
12.151, -44.665, -1.685, -3.846, 4.429, -147.2, -0.13, 0
12.167, -44.738, -1.613, -4.485, 4.361, -145.1, 0.01, 0
12.184, -44.818, -1.538, -4.925, 4.499, -142.9, 0.00, 0
12.200, -44.906, -1.462, -5.417, 4.585, -140.5, 0.00, 0
12.217, -45.003, -1.385, -5.942, 4.633, -138.0, 0.00, 0
12.234, -45.109, -1.308, -6.503, 4.640, -135.3, 0.00, 0
12.250, -45.225, -1.231, -7.100, 4.597, -132.4, 0.00, 0
12.267, -45.351, -1.155, -7.731, 4.498, -129.4, 0.00, 0
12.284, -45.489, -1.082, -8.434, 4.395, -125.2, 0.00, 0
12.300, -45.637, -1.012, -9.072, 4.151, -121.8, 0.03, 0
12.317, -45.797, -0.946, -9.760, 3.916, -117.9, -0.08, 0
12.334, -45.969, -0.884, -10.526, 3.666, -113.1, 0.00, 0
12.350, -46.152, -0.826, -11.154, 3.429, -108.7, 0.00, 0
12.367, -46.348, -0.774, -11.900, 3.069, -102.6, 0.00, 0
12.384, -46.546, -0.732, -11.852, 2.392, -95.2, 1.70, 0
12.400, -46.737, -0.701, -11.396, 1.707, -89.6, 24.40, 0
12.417, -46.921, -0.679, -10.983, 1.151, -86.5, 46.49, 0
12.434, -47.100, -0.665, -10.806, 0.639, -84.4, 51.56, 0
12.450, -47.278, -0.660, -10.804, 0.121, -82.3, 43.20, 0
12.467, -47.458, -0.665, -10.842, -0.407, -79.6, 31.67, 0
12.484, -47.638, -0.678, -10.834, -0.938, -76.6, 23.55, 0
12.500, -47.817, -0.700, -10.774, -1.460, -73.5, 19.57, 0
12.517, -47.995, -0.730, -10.694, -1.973, -70.6, 17.31, 0
12.533, -48.172, -0.769, -10.620, -2.483, -67.8, 14.60, 0
12.550, -48.348, -0.817, -10.561, -2.994, -65.1, 10.74, 0
12.567, -48.523, -0.873, -10.512, -3.509, -62.4, 6.06, 0
12.583, -48.698, -0.938, -10.465, -4.024, -59.6, 1.26, 0
12.600, -48.871, -1.012, -10.375, -4.535, -56.2, 0.99, 0
12.617, -49.041, -1.093, -10.142, -4.917, -52.7, 12.24, 0
12.633, -49.205, -1.179, -9.833, -5.280, -49.4, 29.66, 0
12.650, -49.284, -1.225, -9.608, -5.533, -47.9, 42.97, 0
12.667, -49.439, -1.318, -9.289, -5.685, -44.1, 63.62, 0
12.683, -49.585, -1.414, -8.789, -5.879, -40.6, 97.57, 0
12.700, -49.721, -1.513, -8.290, -6.114, -37.7, 130.73, 0
12.717, -49.852, -1.610, -8.114, -5.713, -34.5, 141.01, 0
12.733, -49.972, -1.705, -7.387, -5.890, -31.6, 190.92, 0
12.750, -50.080, -1.803, -6.801, -5.910, -29.0, 227.93, 0
12.767, -50.182, -1.897, -6.492, -5.711, -26.4, 239.43, 0
12.783, -50.277, -1.989, -6.118, -5.468, -24.0, 251.46, 0
12.800, -50.362, -2.080, -4.910, -5.594, -21.7, 65.56, 0
12.817, -50.427, -2.177, -3.609, -5.913, -19.6, 0.01, 0
12.833, -50.470, -2.195, -1.732, -0.112, -19.1, -108.72, 1
12.850, -50.492, -2.197, -0.993, -0.084, -19.0, -62.46, 1
12.866, -50.503, -2.198, -0.406, -0.041, -19.0, -25.60, 1
12.883, -50.504, -2.198, 0.013, 0.002, -19.0, 0.85, 1
12.900, -50.504, -2.198, 0.002, 0.000, -19.0, 0.16, 1
12.916, -50.504, -2.198, 0.002, 0.000, -19.0, 0.13, 1
12.933, -50.504, -2.198, 0.002, 0.000, -19.0, 0.13, 1
12.950, -50.503, -2.198, 0.002, 0.000, -19.0, 0.13, 1
12.966, -50.503, -2.198, 0.002, 0.000, -19.0, 0.12, 1
12.983, -50.503, -2.198, 0.002, 0.000, -19.0, 0.12, 1
13.000, -50.503, -2.198, 0.002, 0.000, -19.0, 0.12, 1
13.016, -50.503, -2.198, 0.002, 0.000, -19.0, 0.13, 1
13.033, -50.503, -2.198, 0.002, 0.000, -19.0, 0.14, 1
13.050, -50.503, -2.198, 0.002, 0.000, -19.0, 0.16, 1
13.066, -50.503, -2.198, 0.002, 0.000, -19.0, 0.14, 1
13.083, -50.503, -2.198, 0.002, 0.000, -19.0, 0.13, 1
13.100, -50.503, -2.198, 0.002, 0.000, -19.0, 0.11, 1
13.116, -50.503, -2.198, 0.002, 0.000, -19.0, 0.10, 1
13.133, -50.503, -2.198, 0.001, 0.000, -19.0, 0.08, 1
13.150, -50.503, -2.198, 0.001, 0.000, -19.0, 0.07, 1
13.166, -50.503, -2.198, 0.001, 0.000, -19.0, 0.04, 1
13.183, -50.503, -2.198, 0.000, 0.000, -19.0, 0.02, 1
13.199, -50.503, -2.198, 0.000, 0.000, -19.0, 0.02, 1
13.216, -50.503, -2.198, 0.000, 0.000, -19.0, 0.02, 1
13.233, -50.503, -2.198, 0.000, 0.000, -19.0, 0.02, 1
13.249, -50.503, -2.198, 0.000, 0.000, -19.0, 0.02, 1
13.266, -50.503, -2.198, 0.000, 0.000, -19.0, 0.02, 1
13.283, -50.503, -2.198, 0.000, 0.000, -19.0, 0.02, 1
13.299, -50.503, -2.198, 0.000, 0.000, -19.0, 0.02, 1
13.316, -50.503, -2.198, 0.000, 0.000, -19.0, 0.02, 1
13.333, -50.503, -2.197, 0.000, 0.000, -19.0, 0.02, 1
13.349, -50.502, -2.197, 0.000, 0.000, -19.0, 0.02, 1
13.366, -50.502, -2.197, 0.000, 0.000, -19.0, 0.02, 1
13.383, -50.502, -2.197, 0.000, 0.000, -19.0, 0.02, 1
13.399, -50.502, -2.197, 0.000, 0.000, -19.0, 0.00, 1
13.416, -50.502, -2.197, 0.000, 0.000, -19.0, -0.01, 1
13.433, -50.502, -2.197, 0.000, 0.000, -19.0, -0.02, 1
13.449, -50.502, -2.197, 0.000, 0.000, -19.0, -0.02, 1
13.466, -50.502, -2.197, 0.000, 0.000, -19.0, 0.00, 1
13.483, -50.502, -2.197, 0.018, 0.032, -19.0, -0.91, 1
13.499, -50.501, -2.196, 0.076, 0.125, -19.0, -1.31, 1
13.516, -50.499, -2.192, 0.152, 0.260, -19.1, -1.03, 0
13.532, -50.496, -2.186, 0.234, 0.410, -19.2, -0.56, 0
13.549, -50.491, -2.177, 0.311, 0.547, -19.4, -0.22, 0
13.566, -50.485, -2.167, 0.375, 0.646, -19.7, -0.21, 0
13.582, -50.477, -2.156, 0.471, 0.666, -19.9, 0.00, 0
13.599, -50.467, -2.146, 0.663, 0.561, -20.2, 3.42, 0
13.616, -50.454, -2.138, 0.794, 0.418, -20.4, 1.99, 0
13.632, -50.441, -2.133, 0.801, 0.268, -20.6, -0.14, 0
13.649, -50.429, -2.130, 0.724, 0.092, -20.7, -6.08, 0
13.666, -50.419, -2.131, 0.592, -0.115, -20.7, -15.56, 0
13.682, -50.412, -2.136, 0.436, -0.352, -20.7, -26.33, 0
13.699, -50.408, -2.145, 0.260, -0.602, -20.6, -38.30, 0
13.716, -50.407, -2.159, 0.092, -0.869, -20.3, -49.28, 0
13.732, -50.409, -2.177, -0.057, -1.148, -20.0, -58.45, 1
13.749, -50.416, -2.178, -0.335, -0.053, -19.9, -21.28, 1
13.766, -50.422, -2.179, -0.358, -0.059, -19.9, -22.76, 1
13.782, -50.429, -2.180, -0.396, -0.068, -19.7, -25.18, 1
13.799, -50.437, -2.182, -0.429, -0.077, -19.5, -27.31, 1
13.816, -50.446, -2.183, -0.451, -0.085, -19.2, -28.76, 1
13.832, -50.454, -2.185, -0.468, -0.092, -19.1, -29.92, 1
13.849, -50.463, -2.187, -0.488, -0.100, -19.1, -31.22, 1
13.865, -50.473, -2.189, -0.513, -0.110, -19.1, -32.86, 1
13.882, -50.483, -2.191, -0.545, -0.123, -19.1, -35.05, 1
13.899, -50.494, -2.193, -0.588, -0.139, -19.1, -37.89, 1
13.915, -50.506, -2.196, -0.640, -0.141, -19.1, -41.21, 1
13.932, -50.519, -2.199, -0.696, -0.162, -19.1, -44.93, 1
13.949, -50.532, -2.202, -0.751, -0.185, -19.1, -48.59, 1
13.965, -50.547, -2.206, -0.806, -0.211, -19.1, -52.38, 1
13.982, -50.563, -2.211, -0.870, -0.243, -19.1, -56.80, 1
13.999, -50.581, -2.216, -0.935, -0.278, -19.1, -61.33, 1
14.015, -50.599, -2.221, -1.003, -0.318, -19.0, -66.13, 1
14.032, -50.618, -2.228, -1.037, -0.350, -18.9, -68.81, 1
14.049, -50.638, -2.235, -1.054, -0.379, -18.7, -70.39, 0
14.065, -50.657, -2.244, -1.036, -0.396, -18.5, -69.80, 1
14.082, -50.676, -2.252, -1.002, -0.406, -18.3, -68.05, 1
14.099, -50.695, -2.259, -0.954, -0.409, -18.1, -65.30, 1
14.115, -50.712, -2.267, -0.894, -0.403, -17.9, -61.73, 1
14.132, -50.728, -2.274, -0.827, -0.390, -17.7, -57.54, 1
14.149, -50.742, -2.281, -0.755, -0.371, -17.5, -52.93, 1
14.165, -50.755, -2.284, -0.606, 0.061, -17.5, -38.36, 1
14.182, -50.763, -2.284, -0.415, 0.038, -17.4, -26.26, 1
14.198, -50.768, -2.284, -0.246, 0.020, -17.4, -15.52, 1
14.215, -50.771, -2.284, -0.092, 0.007, -17.4, -5.83, 1
14.232, -50.772, -2.284, -0.033, 0.003, -17.4, -2.10, 1
14.248, -50.772, -2.284, -0.044, 0.003, -17.4, -2.75, 1
14.265, -50.773, -2.284, -0.047, 0.004, -17.4, -3.00, 1
14.282, -50.775, -2.284, -0.121, 0.009, -17.4, -7.63, 1
14.298, -50.780, -2.284, -0.360, 0.026, -17.4, -22.71, 1
14.315, -50.791, -2.284, -0.786, 0.052, -17.3, -49.57, 1
14.332, -50.816, -2.282, -1.659, 0.303, -17.2, -102.57, 1
14.348, -50.864, -2.273, -3.573, 0.739, -17.0, 0.00, 0
14.365, -50.917, -2.270, -3.189, 0.085, -17.0, 19.86, 0
14.382, -50.970, -2.275, -3.191, -0.491, -16.8, 12.02, 0
14.398, -51.023, -2.291, -3.206, -1.112, -15.9, 2.36, 0
