run_id,start_ts,end_ts,duration_s,return_code,playerX,playerY,vX,vY,hammerAngle,hammerAngularVel,isGrounded,reward,input_rel,tracking_rel
1759906415080,1759906415.087,1759906435.062,19.975,0,0.000,0.000,0.000,0.000,0.000,0.000,1,0.000,,runs\1759906415080\tracking.csv
1759906435163,1759906485.957,1759906492.788,6.831,0,0.000,0.000,0.000,0.000,0.000,0.000,1,0.000,,runs\1759906435163\tracking.csv
1759906556184,1759906556.190,1759906571.006,14.816,0,0.000,0.000,0.000,0.000,0.000,0.000,1,0.000,,runs\1759906556184\tracking.csv
1759906571108,1759906571.115,1759906573.802,2.687,0,0.000,0.000,0.000,0.000,0.000,0.000,1,0.000,,runs\1759906571108\tracking.csv
1759906573903,1759906573.907,1759906578.737,4.831,0,0.000,0.000,0.000,0.000,0.000,0.000,1,0.000,,runs\1759906573903\tracking.csv
1759906578839,1759906578.846,1759906598.608,19.762,0,0.000,0.000,0.000,0.000,0.000,0.000,1,0.000,,runs\1759906578839\tracking.csv
1759906598709,1759906598.713,1759906618.464,19.751,0,0.000,0.000,0.000,0.000,0.000,0.000,1,0.000,,runs\1759906598709\tracking.csv
