iteration,me_cells,me_admitted,me_replaced,explore_pool_best_sdy,explore_stall,explore_boost,explore_std,policy_loss,value_loss,entropy,approx_kl,clip_fraction,total_loss,n_updates,target_kl,max_grad_norm,sil_loss,sil_trajs,sil_windows,sil_updates,mean_reward,sum_reward,buffer_size
313,9,0,0,3.8442102670669556,0,0.4,1.0,0.029676437377929688,13.71788501739502,1.5559426546096802,0.0698377899825573,0.1484375,3.4575917720794678,2.0,0.01,0.5,101.697130400559,9.0,1849.0,29.0,-1.1128200357704037,-4451.280143081614,4000.0
314,9,0,0,3.8442102670669556,1,0.4,1.0,0.0781659334897995,4.749340057373047,1.5559426546096802,0.14298436045646667,0.15625,1.2639449834823608,1.0,0.01,0.5,79.14896129739695,9.0,1849.0,29.0,0.14543656632823795,581.7462653129518,4000.0
315,9,0,0,3.8442102670669556,2,0.4,1.0,0.1003187745809555,6.521463394165039,1.5559426546096802,0.026297323405742645,0.140625,1.7291287183761597,1.0,0.01,0.5,68.88057156266838,9.0,1849.0,29.0,0.13332649126194154,533.3059650477662,4000.0
316,9,0,0,3.8442102670669556,3,0.4,1.0,0.10363923013210297,5.006155967712402,1.5559426546096802,0.12692923843860626,0.125,1.353622317314148,1.0,0.01,0.5,65.82655229239629,9.0,1849.0,29.0,0.10886377799742684,435.4551119897074,4000.0
317,9,0,0,3.8442102670669556,4,0.4,1.0,-0.13489362597465515,11.870565414428711,1.5559426546096802,0.0501437671482563,0.09375,2.8311917781829834,1.0,0.01,0.5,65.64465187335837,9.0,1849.0,29.0,0.15217014708199758,608.6805883279903,4000.0
318,9,0,0,3.8442102670669556,5,0.4,1.0,0.19861279428005219,7.070230007171631,1.5559426546096802,0.2600351870059967,0.109375,1.9646143913269043,1.0,0.01,0.5,58.89323958035173,9.0,1849.0,29.0,0.14162497887534295,566.4999155013718,4000.0
319,9,0,0,3.8442102670669556,6,0.4,1.0,-0.055175311863422394,9.73145866394043,1.5559426546096802,0.12716925144195557,0.109375,2.376133441925049,1.0,0.01,0.5,53.51534198892528,9.0,1849.0,29.0,0.027525625755172072,110.10250302068829,4000.0
320,9,0,0,3.8442102670669556,7,0.4,1.0,0.12917135655879974,10.205349922180176,1.5559426546096802,0.40774357318878174,0.21875,2.678952932357788,1.0,0.01,0.5,57.08916868012527,9.0,1849.0,29.0,0.10855466296583195,434.2186518633278,4000.0
321,9,0,0,3.8442102670669556,0,0.6000000000000001,1.0,0.2271701991558075,12.325580596923828,1.5559426546096802,0.14918124675750732,0.125,3.30700945854187,1.0,0.01,0.5,54.01185838107405,9.0,1849.0,29.0,-0.5573798941547599,-2229.5195766190395,4000.0
322,9,0,0,3.8442102670669556,1,0.6000000000000001,1.0,0.16560885310173035,10.225677490234375,1.5559426546096802,0.29013895988464355,0.171875,2.7204723358154297,1.0,0.01,0.5,39.35950963250522,9.0,1849.0,29.0,-0.08559089232612928,-342.3635693045171,4000.0
323,9,0,0,3.8442102670669556,2,0.6000000000000001,1.0,0.18665611743927002,9.446168899536133,1.5559426546096802,0.11538548022508621,0.171875,2.546642303466797,1.0,0.01,0.5,41.14497105828647,9.0,1849.0,29.0,-0.03179853639812506,-127.19414559250026,4000.0
324,9,1,1,3.8442102670669556,3,0.6000000000000001,1.0,-0.21503230929374695,7.990760326385498,1.5559426546096802,0.041885100305080414,0.0625,1.7811018228530884,1.0,0.01,0.5,67.11244277954101,9.0,1891.0,30.0,0.10201639382291133,408.06557529164536,4000.0
325,9,0,0,3.8442102670669556,4,0.6000000000000001,1.0,-0.013552337884902954,12.841014862060547,1.5559426546096802,0.13707813620567322,0.140625,3.19514536857605,1.0,0.01,0.5,50.9426160176595,9.0,1891.0,30.0,-0.1723941986329739,-689.5767945318955,4000.0
326,9,1,1,3.8442102670669556,5,0.6000000000000001,1.0,-0.16614925861358643,9.765430450439453,1.5559426546096802,0.2797220051288605,0.15625,2.2736525535583496,1.0,0.01,0.5,58.951734987894696,9.0,1894.0,30.0,-0.5348797196035232,-2139.518878414093,4000.0
327,9,1,1,3.8442102670669556,6,0.6000000000000001,1.0,0.1607663631439209,5.506718635559082,1.5559426546096802,0.1805640459060669,0.15625,1.5358901023864746,1.0,0.01,0.5,60.87670764923096,9.0,1894.0,30.0,-0.01834786789637013,-73.39147158548053,4000.0
328,9,0,0,3.8442102670669556,7,0.6000000000000001,1.0,0.12280848622322083,7.258833408355713,1.5559426546096802,0.12640215456485748,0.171875,1.9359608888626099,1.0,0.01,0.5,53.76272989908854,9.0,1894.0,30.0,0.13415003006851112,536.6001202740445,4000.0
329,9,1,1,3.8442102670669556,0,0.8,1.0,0.13465367257595062,13.704977989196777,1.5559426546096802,0.1957700401544571,0.15625,3.5593421459198,1.0,0.01,0.5,81.95649916125882,9.0,1951.0,31.0,0.1356744142848823,542.6976571395293,4000.0
330,9,0,0,3.8442102670669556,1,0.8,1.0,0.14832204580307007,3.907531261444092,1.5559426546096802,0.21290723979473114,0.15625,1.1236488819122314,1.0,0.01,0.5,53.970875032486454,9.0,1951.0,31.0,0.1107681216120007,443.0724864480028,4000.0
331,9,0,0,3.8442102670669556,2,0.8,1.0,0.11767815053462982,8.281607627868652,1.5559426546096802,0.12012136727571487,0.109375,2.1865241527557373,1.0,0.01,0.5,47.227306119857296,9.0,1951.0,31.0,0.11296411818888338,451.85647275553356,4000.0
332,10,1,0,3.8442102670669556,3,0.8,1.0,0.05442576855421066,14.598428726196289,1.5559426546096802,0.13407646119594574,0.171875,3.702476978302002,1.0,0.01,0.5,53.897947231928505,10.0,2242.0,36.0,-0.21270832672209083,-850.8333068883634,4000.0
333,10,0,0,3.8442102670669556,4,0.8,1.0,-0.10526250302791595,13.815641403198242,1.5559426546096802,0.2468549609184265,0.171875,3.3470919132232666,1.0,0.01,0.5,52.11357996198866,10.0,2242.0,36.0,-0.02332218492069319,-93.28873968277277,4000.0
334,10,0,0,3.8442102670669556,5,0.8,1.0,-0.11254440993070602,3.4918148517608643,1.5559426546096802,0.21025538444519043,0.21875,0.7588533759117126,1.0,0.01,0.5,61.92075517442491,10.0,2242.0,36.0,0.08147112618885007,325.88450475540026,4000.0
335,10,0,0,3.8442102670669556,6,0.8,1.0,0.06752114742994308,18.5548095703125,1.5559426546096802,0.10802769660949707,0.125,4.704667568206787,1.0,0.01,0.5,41.41915502150854,10.0,2242.0,36.0,-0.27668074276657095,-1106.722971066284,4000.0
