iteration,policy_loss,value_loss,entropy,approx_kl,clip_fraction,total_loss,n_updates,target_kl,max_grad_norm,value_only,mean_reward,sum_reward,buffer_size,sil_loss,sil_trajs,sil_windows,sil_updates
167,-0.093377,44.170753,-0.359649,0.010388,0.148438,10.949671,4.0,0.01,5.0,,0.3021,1510.7255,5000.0,84.444598,20.0,7464.0,40.0
168,-0.044429,48.827501,-0.359586,0.006603,0.083333,12.162806,3.0,0.01,5.0,,0.2961,1480.4089,5000.0,80.875675,20.0,7464.0,40.0
169,0.077281,30.929431,-0.359435,0.009572,0.132812,7.809998,4.0,0.01,5.0,,0.309,1545.0304,5000.0,77.023207,20.0,7464.0,40.0
170,0.054258,60.786536,-0.359359,0.009425,0.083333,15.251251,3.0,0.01,5.0,,0.3007,1503.6247,5000.0,79.937382,20.0,7413.0,40.0
171,-0.049205,62.694808,-0.359239,0.008299,0.078125,15.624856,4.0,0.01,5.0,,0.2636,1318.0756,5000.0,81.53267,20.0,7413.0,40.0
172,0.058795,95.767599,-0.359259,0.0118,0.146875,24.001053,5.0,0.01,5.0,,0.3328,1663.9897,5000.0,81.843879,20.0,7413.0,40.0
173,0.000825,46.449333,-0.35943,0.010652,0.088542,11.613517,3.0,0.01,5.0,,0.3428,1713.8428,5000.0,79.53197,20.0,7744.0,40.0
174,-0.017196,33.969508,-0.359616,0.0068,0.078125,8.475541,3.0,0.01,5.0,,0.2814,1407.1011,5000.0,83.653847,20.0,7744.0,40.0
175,0.021678,47.837414,-0.359793,0.012278,0.125,11.981391,4.0,0.01,5.0,,0.3204,1601.8972,5000.0,85.028461,20.0,7744.0,40.0
176,0.01229,38.856401,-0.359915,0.006523,0.078125,9.72675,3.0,0.01,5.0,,0.3019,1509.6071,5000.0,78.008086,20.0,7744.0,40.0
177,-0.095008,47.194777,-0.360096,0.010603,0.113281,11.704047,4.0,0.01,5.0,,0.3039,1519.4991,5000.0,80.953777,20.0,7744.0,40.0
178,0.025005,57.405256,-0.359824,0.009702,0.138021,14.376679,6.0,0.01,5.0,,0.3166,1582.93,5000.0,78.63062,20.0,7744.0,40.0
179,-0.001994,80.865997,-0.359791,0.006033,0.036458,20.214865,3.0,0.01,5.0,,0.2733,1366.7142,5000.0,76.715626,20.0,7744.0,40.0
180,0.021916,37.159631,-0.359775,0.009779,0.098958,9.312183,3.0,0.01,5.0,,0.2925,1462.2956,5000.0,75.167514,20.0,7744.0,40.0
181,0.0474,71.445105,-0.359721,0.007021,0.070312,17.909037,4.0,0.01,5.0,,0.3237,1618.4135,5000.0,81.421656,20.0,7744.0,40.0
182,0.045161,79.786504,-0.359633,0.006566,0.08125,19.992148,5.0,0.01,5.0,,0.2965,1482.7092,5000.0,76.121229,20.0,7744.0,40.0
183,-0.045788,31.611504,-0.359497,0.009766,0.098958,7.857448,3.0,0.01,5.0,,0.2841,1420.7028,5000.0,70.957857,20.0,7744.0,40.0
184,-0.022134,16.465765,-0.359326,0.009479,0.096354,4.094667,6.0,0.01,5.0,,0.2586,1292.8037,5000.0,76.514939,20.0,7744.0,40.0
185,0.050355,18.98651,-0.359252,0.009689,0.113281,4.797342,4.0,0.01,5.0,,0.2821,1410.4516,5000.0,76.490298,20.0,7661.0,40.0
186,-0.029989,42.362884,-0.359212,0.009656,0.117188,10.561091,4.0,0.01,5.0,,0.2686,1342.8366,5000.0,75.016194,20.0,7661.0,40.0
187,-0.009393,26.080477,-0.359128,0.00925,0.105469,6.511086,4.0,0.01,5.0,,0.3218,1608.7567,5000.0,69.329207,20.0,7661.0,40.0
188,-0.018893,77.693043,-0.359207,0.006789,0.09375,19.404727,4.0,0.01,5.0,,0.3265,1632.582,5000.0,68.047404,20.0,7661.0,40.0
189,0.014362,57.124476,-0.359406,0.010146,0.105469,14.29584,4.0,0.01,5.0,,0.3303,1651.4174,5000.0,71.230426,20.0,7802.0,40.0
190,0.012853,60.863675,-0.359712,0.010293,0.078125,15.229132,3.0,0.01,5.0,,0.3309,1654.5309,5000.0,71.580499,20.0,7887.0,40.0
